pair,type,enrichment_ratio_r1_d2,enrichment_ratio_r1_d5,enrichment_ratio_r1_d10,enrichment_ratio_r2_d2,enrichment_ratio_r2_d5,enrichment_ratio_r2_d10,enrichment_fraction_r1_d2,enrichment_fraction_r1_d5,enrichment_fraction_r1_d10,enrichment_fraction_r2_d2,enrichment_fraction_r2_d5,enrichment_fraction_r2_d10,bound_r1_d2,bound_r1_d5,bound_r1_d10,bound_r2_d2,bound_r2_d5,bound_r2_d10,unbound_r1_d2,unbound_r1_d5,unbound_r1_d10,unbound_r2_d2,unbound_r2_d5,unbound_r2_d10,norm_bound_r1_d2,norm_bound_r1_d5,norm_bound_r1_d10,norm_bound_r2_d2,norm_bound_r2_d5,norm_bound_r2_d10,norm_unbound_r1_d2,norm_unbound_r1_d5,norm_unbound_r1_d10,norm_unbound_r2_d2,norm_unbound_r2_d5,norm_unbound_r2_d10,avg_enrichment_d2,avg_enrichment_d5,avg_enrichment_d10,domain1,domain2,d1_Gene,d1_Pathway,d1_Description,d2_Gene,d2_Pathway,d2_Description,d1_avg_d2,d1_sd_d2,d1_avg_d5,d1_sd_d5,d1_avg_d10,d1_sd_d10,d1_description,d2_avg_d2,d2_sd_d2,d2_avg_d5,d2_sd_d5,d2_avg_d10,d2_sd_d10,d2_description,composition,character,control,hit_gene,ctrl_character,order,hit_score_d2,hit_score_d5,hit_score_d10
Random_control;;;372; --- Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55,1 control Pair,-0.9994807766330156,1.7133448471377244,0.2635417834521787,-1.0128224433334156,1.6672660713693788,0.44963078382145594,0.3334133155106896,0.7663115782619115,0.5455417392744119,0.3313611920074641,0.7605433614635814,0.5772904721739942,3203,4005,2289,1571,2096,1579,3759,332,3958,56,790,1117,6.382883875414476e-5,1.8815386109340365e-4,1.363547902796012e-4,5.220728305223649e-5,2.0988168220568827e-4,1.1259094803004346e-4,1.276117420048392e-4,5.737793880470001e-5,1.1358903704506416e-4,1.0534672240009933e-4,6.608112654435357e-5,8.244249433051011e-5,-1.0061516099832155,1.6903054592535516,0.3565862836368173,Random_control;;;372;,Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55,NA,Random,Control,STAT2,STAT family activator; IFNa/IFNb signaling,NucDom Act,-1.302250609553733,1.3797424787493329,0.0998307017586648,1.896492242602414,-0.03027253229978106,0.7104379947513485,Control,-0.9083185090687921,0.9301752908549203,1.315986640771487,0.7649852067766408,0.4283483632900568,0.521874907605634,Activator,C-A,Activator,Random_control;;;372;,STAT2,NucDom Act,C-H,-0.9083185090687921,1.315986640771487,0.4283483632900568
Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55 --- Random_control;;;385;,1 control Pair,-1.2113335762482815,1.338480227250385,0.7530457882423315,-1.8123657448598205,1.4214544930685151,0.641877418993032,0.3016121992701732,0.716621387987475,0.627608668450877,0.22162248875244625,0.7281540671757712,0.6094296762211132,4507,4791,3005,1918,2421,2673,6126,515,3701,119,1082,1655,8.981472877456461e-5,2.2507993720312033e-4,1.79006616334732e-4,6.373874531775277e-5,2.4242535907441375e-4,1.9059886262463976e-4,2.0796741993127027e-4,8.900493519403767e-5,1.0621349825765093e-4,2.2386178510021108e-4,9.050604926707666e-5,1.2215069661324462e-4,-1.511849660554051,1.3799673601594502,0.6974616036176817,Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55,Random_control;;;385;,STAT2,STAT family activator; IFNa/IFNb signaling,NucDom Act,NA,Random,Control,-0.9083185090687921,0.9301752908549203,1.315986640771487,0.7649852067766408,0.4283483632900568,0.521874907605634,Activator,-1.3816630564016006,1.4730173193189864,0.48020224298508857,1.8435607174784618,0.5452074234323764,0.9056451923004718,Control,A-C,Activator,Random_control;;;385;,STAT2,NucDom Act,H-C,-0.9083185090687921,1.315986640771487,0.4283483632900568
Random_control;;;385; --- Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55,1 control Pair,1.3346937753431698,2.567053981078141,3.2389509749559227,-1.5953992619576003,1.2803703844039482,-0.07536184523450387,0.7160881004013572,0.8556161197031568,0.9042244114173308,0.24864603993350465,0.70837091752595,0.4869437560970764,4112,218,423,281,349,335,957,10,93,15,172,341,8.194323601531166e-5,1.0241583450277652e-5,2.519793634262617e-5,9.33815820348724e-6,3.494690223749294e-5,2.388724989871093e-5,3.248854405390559e-5,1.7282511688162657e-6,2.668969288830461e-6,2.8217872071455177e-5,1.4387283247631407e-5,2.5168209997049193e-5,-0.13035274330721525,1.9237121827410448,1.5817945648607097,Random_control;;;385;,Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55,NA,Random,Control,STAT2,STAT family activator; IFNa/IFNb signaling,NucDom Act,-1.3816630564016006,1.4730173193189864,0.48020224298508857,1.8435607174784618,0.5452074234323764,0.9056451923004718,Control,-0.9083185090687921,0.9301752908549203,1.315986640771487,0.7649852067766408,0.4283483632900568,0.521874907605634,Activator,C-A,Activator,Random_control;;;385;,STAT2,NucDom Act,C-H,-0.9083185090687921,1.315986640771487,0.4283483632900568
Random_control;;;410; --- Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55,1 control Pair,1.66350375097588,1.9843576204022737,0.3565068016609945,1.2778024321906598,2.049841915485379,0.3862875986526121,0.7600681060887786,0.7982595604400872,0.5614654607822146,0.7080030724513504,0.8054704041211792,0.5665414716348157,11538,2591,1658,4804,1975,1407,2138,178,2688,35,571,1040,2.2992729988926703e-4,1.2172450788839172e-4,9.87663793287806e-5,1.5964595021193134e-4,1.9776542097148583e-4,1.0032644957458592e-4,7.25815122123826e-5,3.076287080492952e-5,7.714182202555139e-5,6.584170150006208e-5,4.776243450231125e-5,7.675935013762804e-5,1.4706530915832698,2.0170997679438263,0.3713972001568034,Random_control;;;410;,Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55,NA,Random,Control,STAT2,STAT family activator; IFNa/IFNb signaling,NucDom Act,-0.826952687545683,1.4935485445301844,0.33617781573302113,1.7563925264183224,0.22633788551552275,0.7812071502047335,Control,-0.9083185090687921,0.9301752908549203,1.315986640771487,0.7649852067766408,0.4283483632900568,0.521874907605634,Activator,C-A,Activator,Random_control;;;410;,STAT2,NucDom Act,C-H,-0.9083185090687921,1.315986640771487,0.4283483632900568
Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55 --- Random_control;;;410;,1 control Pair,-0.6502545624047652,0.8445707448862787,0.5276577028626077,-0.934356269238431,1.5513649370269604,0.37738554309305544,0.3891890900878836,0.6423117155016302,0.5904302884679827,0.34352010845020897,0.7456081182867172,0.5650255666012871,5881,5080,3376,3288,4243,3672,5418,769,4861,111,1733,2731,1.171955668789027e-4,2.3865708223582788e-4,2.011069340253e-4,1.0926642054471902e-4,4.248702183200073e-4,2.618327809793031e-4,1.839320080293213e-4,1.329025148819708e-4,1.3950386788177282e-4,2.0881225332876831e-4,1.4496024341944903e-4,2.015671011787136e-4,-0.7923054158215981,1.1979678409566197,0.4525216229778316,Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55,Random_control;;;410;,STAT2,STAT family activator; IFNa/IFNb signaling,NucDom Act,NA,Random,Control,-0.9083185090687921,0.9301752908549203,1.315986640771487,0.7649852067766408,0.4283483632900568,0.521874907605634,Activator,-0.826952687545683,1.4935485445301844,0.33617781573302113,1.7563925264183224,0.22633788551552275,0.7812071502047335,Control,A-C,Activator,Random_control;;;410;,STAT2,NucDom Act,H-C,-0.9083185090687921,1.315986640771487,0.4283483632900568
Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55 --- Random_control;;;411;,1 control Pair,-1.0428948297704734,1.2487088095542114,0.11883548732057654,-2.0016232843958597,1.5089647357423444,0.2738247462133783,0.32675918844498464,0.7038166076872546,0.5205809854077611,0.19982003276701835,0.7399934770023175,0.5473082770199019,6589,8934,4761,2389,5102,4599,7969,1022,9101,169,2146,3675,1.3130447035624725e-4,4.197170024989933e-4,2.8361081543083495e-4,7.93909606695054e-5,5.10885659643808e-4,3.2793272323633304e-4,2.7053417718450747e-4,1.7662726945302234e-4,2.6118590857683897e-4,3.179213586717283e-4,1.7950645261288956e-4,2.712409728420991e-4,-1.5222590570831669,1.378836772648278,0.19633011676697745,Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55,Random_control;;;411;,STAT2,STAT family activator; IFNa/IFNb signaling,NucDom Act,NA,Random,Control,-0.9083185090687921,0.9301752908549203,1.315986640771487,0.7649852067766408,0.4283483632900568,0.521874907605634,Activator,-0.8841790367756909,1.8148656773750618,0.4546958711935748,1.845489111060621,-0.04528660421363237,0.8010679641860744,Control,A-C,Activator,Random_control;;;411;,STAT2,NucDom Act,H-C,-0.9083185090687921,1.315986640771487,0.4283483632900568
Random_control;;;411; --- Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55,1 control Pair,-0.8543774491882651,1.8435805382124588,-0.05229665614576705,-0.29620052777027245,1.6398147340680216,0.8292529143295219,0.3561280944159086,0.7820874371803178,0.4909386722613852,0.4488519017633362,0.7570609100905342,0.6398687017650825,3622,6377,3125,3642,2473,2549,3844,483,6726,79,950,1386,7.217859942788397e-5,2.9958980579092016e-4,1.861549670702288e-4,1.2103050596832928e-4,2.4763234737340984e-4,1.817570149009378e-4,1.3049734936594888e-4,8.347453145382562e-5,1.930267466308998e-4,1.4861412624299727e-4,7.946464584447581e-5,1.0229659547187736e-4,-0.5752889884792688,1.7416976361402403,0.3884781290918774,Random_control;;;411;,Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55,NA,Random,Control,STAT2,STAT family activator; IFNa/IFNb signaling,NucDom Act,-0.8841790367756909,1.8148656773750618,0.4546958711935748,1.845489111060621,-0.04528660421363237,0.8010679641860744,Control,-0.9083185090687921,0.9301752908549203,1.315986640771487,0.7649852067766408,0.4283483632900568,0.521874907605634,Activator,C-A,Activator,Random_control;;;411;,STAT2,NucDom Act,C-H,-0.9083185090687921,1.315986640771487,0.4283483632900568
Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55 --- Random_control;;;89;,1 control Pair,-1.078839803888768,1.7009560681799554,0.4341686262132164,-1.332437169852344,1.6105902997000705,0.3578677363931361,0.3213019995070382,0.7647702746663582,0.5746729659308311,0.2842300100077183,0.7533159063638112,0.5616977154203442,9977,13491,7390,4788,6533,6789,12371,1128,11353,213,2561,5118,1.988199576178902e-4,6.338036804022744e-4,4.402192661276771e-4,1.5911424013628794e-4,6.541779722565655e-4,4.840911628726821e-4,4.199746901680941e-4,1.949467318424747e-4,3.258151433988411e-4,4.006937834146635e-4,2.1421995579758163e-4,3.77744571158058e-4,-1.205638486870556,1.655773183940013,0.39601818130317623,Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55,Random_control;;;89;,STAT2,STAT family activator; IFNa/IFNb signaling,NucDom Act,NA,Random,Control,-0.9083185090687921,0.9301752908549203,1.315986640771487,0.7649852067766408,0.4283483632900568,0.521874907605634,Activator,-0.9452349869247396,0.6462641505465293,1.4540304030988747,1.2203186361096527,0.3575542995865025,0.597734601208196,Control,A-C,Activator,Random_control;;;89;,STAT2,NucDom Act,H-C,-0.9083185090687921,1.315986640771487,0.4283483632900568
Random_control;;;89; --- Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55,1 control Pair,-1.9106040029106108,1.930176246455368,0.4264454332001049,-0.6027985391739278,1.863999913881852,1.0196766500984868,0.2100988332406014,0.7921437632302243,0.5733639687541727,0.3970365814753444,0.7844899614414822,0.6696905936702481,2305,6421,2988,2982,2758,3150,5087,458,4615,80,907,1501,4.593364762045073e-5,3.016569143772147e-4,1.7799393331386997e-4,9.909746534803896e-5,2.76170648627523e-4,2.24611454271461e-4,1.726951134819412e-4,7.915390353178496e-5,1.3244401363389868e-4,1.504953177144276e-4,7.586782503256796e-5,1.1078440822748048e-4,-1.2567012710422694,1.89708808016861,0.7230610416492959,Random_control;;;89;,Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55,NA,Random,Control,STAT2,STAT family activator; IFNa/IFNb signaling,NucDom Act,-0.9452349869247396,0.6462641505465293,1.4540304030988747,1.2203186361096527,0.3575542995865025,0.597734601208196,Control,-0.9083185090687921,0.9301752908549203,1.315986640771487,0.7649852067766408,0.4283483632900568,0.521874907605634,Activator,C-A,Activator,Random_control;;;89;,STAT2,NucDom Act,C-H,-0.9083185090687921,1.315986640771487,0.4283483632900568
Short_nuclear_domain;SUMO3_HUMAN;Rad60-SLD;12;70 --- DMD_control_tiles;ENSG00000198947;;130;,1 control Pair,-2.500839247518744,-2.1500561591045164,-0.1360912404271348,-2.264347901273149,-2.236648439277051,-0.4281080375078415,0.15014686036305136,0.18387589826914025,0.47643465696966214,0.1722839228339593,0.1750391078185565,0.4263541504259369,679,184,1007,271,162,717,2256,222,2297,23,914,932,1.353099641400696e-5,8.64427226995912e-6,5.998657658871053e-5,9.005839406210114e-6,1.6221771239180104e-5,5.1125845305599215e-5,7.658741419604076e-5,3.8367175947721095e-5,6.592067157466203e-5,4.3267403842897936e-5,7.64533540019483e-5,6.878818685410513e-5,-2.3825935743959468,-2.1933522991907837,-0.28209963896748813,Short_nuclear_domain;SUMO3_HUMAN;Rad60-SLD;12;70,DMD_control_tiles;ENSG00000198947;;130;,SUMO3,Sumoylation,NucDom Repr,DMD,Dystrophin,Control,-2.4999475397335256,0.45665327363507885,-2.4423752259103377,1.1477881489870225,-0.47011959037768636,0.3458683970779964,Repressor,-1.0824935906394701,1.1669091568625771,1.0223775622802986,1.6259180419747101,0.2667620245419775,0.9686417587037139,Control,R-C,Repressor,DMD_control_tiles;ENSG00000198947;;130;,SUMO3,NucDom Repr,H-C,-2.4999475397335256,-2.4423752259103377,-0.47011959037768636
DMD_control_tiles;ENSG00000198947;;130; --- Short_nuclear_domain;SUMO3_HUMAN;Rad60-SLD;12;70,1 control Pair,-4.306801661178809,-1.5896956316164383,-0.2809444378654844,NA,NA,-1.6175044122443991,0.04809681251904984,0.24938536285710575,0.4514693071824752,NA,NA,0.245794580350248,34,44,205,NA,NA,253,395,36,517,NA,NA,750,6.77546212188861e-7,2.067108586294572e-6,1.2211765839807007e-5,NA,NA,1.804022156529512e-5,1.3409587148686216e-5,6.221704207738556e-6,1.483717335833708e-5,NA,NA,5.535530058002022e-5,NA,NA,-0.9492244250549418,DMD_control_tiles;ENSG00000198947;;130;,Short_nuclear_domain;SUMO3_HUMAN;Rad60-SLD;12;70,DMD,Dystrophin,Control,SUMO3,Sumoylation,NucDom Repr,-1.0824935906394701,1.1669091568625771,1.0223775622802986,1.6259180419747101,0.2667620245419775,0.9686417587037139,Control,-2.4999475397335256,0.45665327363507885,-2.4423752259103377,1.1477881489870225,-0.47011959037768636,0.3458683970779964,Repressor,C-R,Repressor,DMD_control_tiles;ENSG00000198947;;130;,SUMO3,NucDom Repr,C-H,-2.4999475397335256,-2.4423752259103377,-0.47011959037768636
DMD_control_tiles;ENSG00000198947;;131; --- Short_nuclear_domain;SUMO3_HUMAN;Rad60-SLD;12;70,1 control Pair,-3.44167079099354,-2.1843406857349335,-0.7057019613202583,-2.4764845725485767,-2.5743038252758175,-0.1330262458423721,0.08427858358047856,0.1803364633985608,0.380092571724472,0.15231371666220506,0.1437641888838387,0.4769646266071008,328,242,750,356,131,1380,2092,299,2539,35,934,1462,6.536328164645483e-6,1.1369097224620149e-5,4.467719209685491e-5,1.1830549183065686e-5,1.3117605137855517e-5,9.840120853797338e-5,7.101988940519383e-5,5.167470994760634e-5,7.286573144452195e-5,6.584170150006208e-5,7.812629391446359e-5,1.0790593259731942e-4,-2.9590776817710585,-2.3793222555053752,-0.4193641035813152,DMD_control_tiles;ENSG00000198947;;131;,Short_nuclear_domain;SUMO3_HUMAN;Rad60-SLD;12;70,DMD,Dystrophin,Control,SUMO3,Sumoylation,NucDom Repr,-0.6253140374813307,1.8433580970642491,0.186653940282749,1.6897052255789768,0.17492552064316244,0.8126013638877545,Control,-2.4999475397335256,0.45665327363507885,-2.4423752259103377,1.1477881489870225,-0.47011959037768636,0.3458683970779964,Repressor,C-R,Repressor,DMD_control_tiles;ENSG00000198947;;131;,SUMO3,NucDom Repr,C-H,-2.4999475397335256,-2.4423752259103377,-0.47011959037768636
Short_nuclear_domain;SUMO3_HUMAN;Rad60-SLD;12;70 --- DMD_control_tiles;ENSG00000198947;;131;,1 control Pair,-2.5502595682961733,-2.1114931312141088,-0.09621008289025217,-1.7468320074842163,-2.580407674593138,-0.4280349289014653,0.14582793823818194,0.1879210692295847,0.483334239026407,0.22955746488045647,0.1432441705511879,0.4263665443815894,381,166,690,253,75,487,1310,195,1531,15,537,633,7.592503142469296e-6,7.79863693920225e-6,4.110301672910652e-5,8.407665571111287e-6,7.5100792773981965e-6,3.472564388260365e-5,4.447230168298466e-5,3.370089779191718e-5,4.393754818494017e-5,2.8217872071455177e-5,4.4918436651035275e-5,4.671987368953706e-5,-2.148545787890195,-2.3459504029036236,-0.2621225058958587,Short_nuclear_domain;SUMO3_HUMAN;Rad60-SLD;12;70,DMD_control_tiles;ENSG00000198947;;131;,SUMO3,Sumoylation,NucDom Repr,DMD,Dystrophin,Control,-2.4999475397335256,0.45665327363507885,-2.4423752259103377,1.1477881489870225,-0.47011959037768636,0.3458683970779964,Repressor,-0.6253140374813307,1.8433580970642491,0.186653940282749,1.6897052255789768,0.17492552064316244,0.8126013638877545,Control,R-C,Repressor,DMD_control_tiles;ENSG00000198947;;131;,SUMO3,NucDom Repr,H-C,-2.4999475397335256,-2.4423752259103377,-0.47011959037768636
DMD_control_tiles;ENSG00000198947;;171; --- Short_nuclear_domain;SUMO3_HUMAN;Rad60-SLD;12;70,1 control Pair,-2.549218811336796,-3.673707748602016,-1.072785344119319,-2.6859067370924947,-0.9722315589529602,0.3743031710808117,0.1459178200544725,0.0726673500703426,0.3222178319652704,0.13450168719501654,0.3376242138721155,0.5645003934448828,904,145,1166,607,525,1712,3106,503,5091,69,1233,1276,1.80147581123156e-5,6.812062386652567e-6,6.945814131324377e-5,2.0171750994721543e-5,5.2570554941787374e-5,1.220745427659496e-4,1.0544348780713767e-4,8.693103379145816e-5,1.4610454461759008e-4,1.298022115286938e-4,1.0313674560656704e-4,9.41778180534744e-5,-2.6175627742146457,-2.322969653777488,-0.3492410865192536,DMD_control_tiles;ENSG00000198947;;171;,Short_nuclear_domain;SUMO3_HUMAN;Rad60-SLD;12;70,DMD,Dystrophin,Control,SUMO3,Sumoylation,NucDom Repr,-1.1898968669051047,1.4067056189843583,0.12790933398625176,1.8763235321755443,-0.09258047147934972,1.0065252054082343,Control,-2.4999475397335256,0.45665327363507885,-2.4423752259103377,1.1477881489870225,-0.47011959037768636,0.3458683970779964,Repressor,C-R,Repressor,DMD_control_tiles;ENSG00000198947;;171;,SUMO3,NucDom Repr,C-H,-2.4999475397335256,-2.4423752259103377,-0.47011959037768636
Short_nuclear_domain;SUMO3_HUMAN;Rad60-SLD;12;70 --- DMD_control_tiles;ENSG00000198947;;171;,1 control Pair,-3.5246300764785934,-2.6000481776143523,-1.1227736052855612,-2.902369454064413,-5.793559423563169,-0.8674480678345293,0.0799455261024371,0.14158151898009855,0.3146977432132434,0.11797275849087756,0.01770943895529682,0.35405337852749236,135,54,273,159,5,278,912,89,1234,21,332,490,2.6902570189851836e-6,2.5369059922706113e-6,1.6262497923255186e-5,5.283868876706303e-6,5.006719518265464e-7,1.982285215475116e-5,3.096086956861222e-5,1.538143540246476e-5,3.541406561738483e-5,3.950502090003725e-5,2.7770802547753653e-5,3.616546304561321e-5,-3.213499765271503,-4.196803800588761,-0.9951108365600452,Short_nuclear_domain;SUMO3_HUMAN;Rad60-SLD;12;70,DMD_control_tiles;ENSG00000198947;;171;,SUMO3,Sumoylation,NucDom Repr,DMD,Dystrophin,Control,-2.4999475397335256,0.45665327363507885,-2.4423752259103377,1.1477881489870225,-0.47011959037768636,0.3458683970779964,Repressor,-1.1898968669051047,1.4067056189843583,0.12790933398625176,1.8763235321755443,-0.09258047147934972,1.0065252054082343,Control,R-C,Repressor,DMD_control_tiles;ENSG00000198947;;171;,SUMO3,NucDom Repr,H-C,-2.4999475397335256,-2.4423752259103377,-0.47011959037768636
DMD_control_tiles;ENSG00000198947;;176; --- Short_nuclear_domain;SUMO3_HUMAN;Rad60-SLD;12;70,1 control Pair,-0.979679777978146,-1.726122918807034,0.18559881229764233,-2.0328580559442395,-1.9192512398923711,0.6290476852006165,0.3364706250106115,0.2321060542620909,0.5321175398005301,0.1963808100552731,0.2091058453786019,0.6073108959548154,863,149,589,249,36,397,999,134,1075,18,163,248,1.7197717091734915e-5,6.999981349042983e-6,3.508648819339672e-5,8.274738052200438e-6,3.604838053151134e-6,2.830817376056191e-5,3.391437357351273e-5,2.3158565662137957e-5,3.0850989091319845e-5,3.3861446485746216e-5,1.3634460286999532e-5,1.8304152725126687e-5,-1.5062689169611927,-1.8226870793497023,0.4073232487491294,DMD_control_tiles;ENSG00000198947;;176;,Short_nuclear_domain;SUMO3_HUMAN;Rad60-SLD;12;70,DMD,Dystrophin,Control,SUMO3,Sumoylation,NucDom Repr,-1.172235300558768,1.5101404768789752,0.3992366741082033,1.9308518209506782,0.26522491290658756,0.9732676994777376,Control,-2.4999475397335256,0.45665327363507885,-2.4423752259103377,1.1477881489870225,-0.47011959037768636,0.3458683970779964,Repressor,C-R,Repressor,DMD_control_tiles;ENSG00000198947;;176;,SUMO3,NucDom Repr,C-H,-2.4999475397335256,-2.4423752259103377,-0.47011959037768636
Short_nuclear_domain;SUMO3_HUMAN;Rad60-SLD;12;70 --- DMD_control_tiles;ENSG00000198947;;176;,1 control Pair,-1.9976185088955112,-1.7430655608253942,-1.254641958351316,-2.287803641800858,-0.36671756198167577,0.1829095552348089,0.20026424661458953,0.23001952176625065,0.2953268152757608,0.16997779480019795,0.43679265336272693,0.5316534222474021,709,211,360,313,241,470,1662,192,1783,27,372,400,1.412883130711478e-5,9.912725266094424e-6,2.1445052206490357e-5,1.0401578354774045e-5,2.4132388078039538e-5,3.3513455081773544e-5,5.6422110990168326e-5,3.31824224412723e-5,5.116959399983562e-5,5.079216972861932e-5,3.111668237278421e-5,2.9522826976010785e-5,-2.142711075348185,-1.054891561403535,-0.5358662015582536,Short_nuclear_domain;SUMO3_HUMAN;Rad60-SLD;12;70,DMD_control_tiles;ENSG00000198947;;176;,SUMO3,Sumoylation,NucDom Repr,DMD,Dystrophin,Control,-2.4999475397335256,0.45665327363507885,-2.4423752259103377,1.1477881489870225,-0.47011959037768636,0.3458683970779964,Repressor,-1.172235300558768,1.5101404768789752,0.3992366741082033,1.9308518209506782,0.26522491290658756,0.9732676994777376,Control,R-C,Repressor,DMD_control_tiles;ENSG00000198947;;176;,SUMO3,NucDom Repr,H-C,-2.4999475397335256,-2.4423752259103377,-0.47011959037768636
